cell_id,ch1,ch2,ch1+ch2
299,2.0,0.0,2.0
301,1.0,2.0,0.0
302,2.0,2.0,0.0
303,0.0,0.0,2.0
305,2.0,2.0,0.0
306,2.0,2.0,0.0
308,2.0,0.0,0.0
309,1.0,1.0,1.0
311,2.0,1.0,1.0
312,1.0,2.0,1.0
313,1.0,0.0,2.0
314,0.0,0.0,2.0
315,1.0,2.0,0.0
316,1.0,2.0,0.0
318,1.0,0.0,1.0
319,2.0,0.0,0.0
320,0.0,0.0,2.0
321,0.0,1.0,2.0
322,1.0,0.0,2.0
324,2.0,2.0,0.0
327,2.0,1.0,0.0
328,2.0,2.0,0.0
329,2.0,2.0,0.0
330,1.0,1.0,0.0
331,0.0,0.0,2.0
332,2.0,1.0,0.0
334,2.0,1.0,0.0
335,0.0,1.0,1.0
336,2.0,2.0,0.0
340,2.0,2.0,1.0
342,2.0,1.0,0.0
344,0.0,2.0,0.0
345,1.0,1.0,1.0
346,1.0,0.0,2.0
347,2.0,2.0,0.0
351,2.0,2.0,0.0
352,2.0,2.0,0.0
354,2.0,0.0,1.0
355,2.0,0.0,0.0
356,0.0,0.0,2.0
358,1.0,1.0,2.0
360,2.0,1.0,0.0
361,0.0,1.0,1.0
362,2.0,1.0,0.0
363,1.0,1.0,1.0
366,2.0,2.0,0.0
367,1.0,1.0,1.0
368,3.0,1.0,0.0
369,1.0,1.0,1.0
370,1.0,1.0,1.0
371,2.0,2.0,0.0
372,1.0,0.0,3.0
373,1.0,1.0,1.0
374,2.0,2.0,0.0
375,1.0,0.0,1.0
377,2.0,2.0,0.0
378,2.0,2.0,0.0
379,1.0,0.0,1.0
381,2.0,2.0,0.0
382,0.0,3.0,0.0
383,2.0,2.0,0.0
386,2.0,2.0,0.0
387,0.0,2.0,0.0
388,2.0,2.0,0.0
389,1.0,1.0,1.0
391,2.0,2.0,0.0
392,2.0,1.0,0.0
393,1.0,1.0,2.0
394,2.0,2.0,0.0
395,2.0,2.0,0.0
396,3.0,1.0,0.0
397,2.0,2.0,0.0
398,1.0,3.0,0.0
399,0.0,2.0,0.0
400,0.0,1.0,2.0
401,1.0,2.0,0.0
402,1.0,1.0,1.0
405,2.0,0.0,1.0
406,1.0,2.0,0.0
407,2.0,2.0,0.0
408,2.0,3.0,0.0
409,1.0,2.0,0.0
410,1.0,1.0,1.0
411,1.0,0.0,1.0
412,2.0,1.0,0.0
413,2.0,2.0,0.0
415,3.0,1.0,1.0
417,0.0,0.0,2.0
418,2.0,1.0,0.0
419,0.0,1.0,1.0
420,2.0,2.0,0.0
421,1.0,2.0,0.0
422,1.0,3.0,0.0
423,1.0,1.0,1.0
425,0.0,0.0,2.0
426,0.0,2.0,0.0
427,2.0,2.0,0.0
428,2.0,0.0,2.0
429,2.0,1.0,0.0
430,0.0,0.0,3.0
431,0.0,0.0,2.0
432,1.0,2.0,0.0
433,0.0,1.0,1.0
434,0.0,0.0,2.0
435,1.0,0.0,1.0
436,1.0,1.0,0.0
437,0.0,0.0,2.0
438,3.0,2.0,0.0
439,0.0,0.0,2.0
442,1.0,0.0,1.0
443,0.0,1.0,2.0
444,1.0,1.0,1.0
445,1.0,1.0,2.0
446,0.0,0.0,2.0
447,2.0,2.0,0.0
448,0.0,0.0,2.0
449,2.0,2.0,0.0
450,0.0,0.0,3.0
453,1.0,1.0,1.0
454,0.0,0.0,2.0
456,1.0,1.0,1.0
457,1.0,1.0,1.0
458,2.0,1.0,0.0
460,2.0,1.0,0.0
461,2.0,2.0,0.0
463,2.0,3.0,0.0
464,2.0,1.0,0.0
466,2.0,2.0,1.0
467,0.0,0.0,3.0
468,0.0,0.0,3.0
469,0.0,1.0,1.0
471,1.0,2.0,0.0
472,2.0,1.0,0.0
473,0.0,2.0,1.0
474,0.0,0.0,2.0
475,0.0,3.0,0.0
477,1.0,2.0,0.0
478,0.0,1.0,2.0
481,2.0,2.0,0.0
482,3.0,0.0,1.0
484,2.0,2.0,0.0
485,0.0,2.0,0.0
488,2.0,2.0,0.0
491,0.0,0.0,3.0
494,2.0,1.0,0.0
