label,cell position,ch1,ch2,ch1+ch2
755,"2782.22, 2805.50",2,3,1
756,"2774.54, 3034.73",3,2,0
757,"2801.24, 705.89",2,5,1
758,"2797.13, 1965.13",1,5,2
759,"2794.36, 380.87",0,3,2
760,"2799.43, 2520.30",1,2,2
761,"2816.59, 530.12",1,4,1
762,"2806.51, 980.90",2,3,1
763,"2805.18, 616.51",1,0,0
764,"2812.87, 2329.05",0,0,0
765,"2820.46, 2708.45",2,3,1
766,"2817.85, 2269.92",1,2,1
767,"2817.92, 3819.17",0,2,2
768,"2821.79, 2135.79",2,1,0
769,"2821.87, 2188.75",2,2,0
770,"2837.30, 2447.19",2,4,2
771,"2827.41, 931.79",1,2,2
772,"2836.93, 3618.56",0,0,0
773,"2854.09, 3008.84",2,4,1
774,"2848.45, 221.40",0,3,2
775,"2854.64, 98.96",1,3,2
776,"2863.43, 3149.75",2,2,2
777,"2865.50, 3530.29",1,3,1
778,"2865.13, 2228.11",2,3,2
779,"2882.25, 2535.04",1,4,1
780,"2872.95, 3667.72",1,3,3
781,"2868.94, 2837.34",1,3,2
782,"2894.25, 905.73",1,2,2
783,"2866.86, 3738.67",0,0,0
784,"2892.40, 2298.43",2,2,1
785,"2888.82, 1517.66",2,3,1
786,"2899.55, 526.94",1,5,2
787,"2883.10, 3819.82",2,0,0
788,"2893.39, 2108.02",1,5,2
789,"2912.92, 1404.56",2,4,2
790,"2892.43, 2615.01",1,1,2
791,"2896.72, 758.79",2,4,2
792,"2915.92, 396.58",2,2,2
793,"2922.72, 644.08",1,9,3
794,"2919.57, 3081.26",1,1,2
795,"2932.53, 3755.20",1,3,2
796,"2922.19, 1207.01",1,2,2
797,"2922.59, 2176.97",2,4,1
798,"2930.24, 2433.65",1,3,1
799,"2942.02, 321.12",1,2,2
800,"2945.44, 3852.92",0,2,2
801,"2932.45, 195.72",2,3,2
802,"2933.15, 4086.11",0,1,0
803,"2939.99, 2707.59",1,3,2
804,"2946.79, 92.85",0,1,0
805,"2951.00, 2850.20",2,4,2
806,"2948.09, 3629.30",4,4,0
807,"2951.47, 2767.37",3,2,0
808,"2962.12, 2242.72",2,4,3
809,"2963.69, 2535.63",1,4,2
810,"2972.61, 2398.86",2,1,0
811,"2972.47, 2979.66",1,5,3
812,"2977.01, 2147.44",1,4,2
813,"2979.76, 1831.36",1,2,0
814,"2982.16, 600.88",0,1,1
815,"2981.48, 1945.46",3,1,1
816,"2983.01, 3041.28",2,3,1
817,"2985.99, 36.64",0,1,2
818,"2986.02, 3113.53",0,3,1
819,"2988.17, 2791.67",1,1,0
820,"2990.61, 3752.69",0,1,0
