cell_id,ch2,ch1+ch2,ch1
336,1.0,2.0,1.0
337,0.0,3.0,0.0
338,0.0,2.0,0.0
339,3.0,1.0,1.0
340,0.0,2.0,0.0
341,1.0,0.0,1.0
342,1.0,2.0,1.0
343,1.0,0.0,1.0
346,0.0,2.0,0.0
347,0.0,3.0,0.0
348,1.0,1.0,2.0
349,2.0,0.0,0.0
351,0.0,2.0,1.0
352,2.0,1.0,2.0
354,1.0,0.0,2.0
355,1.0,1.0,2.0
357,3.0,1.0,0.0
358,0.0,2.0,0.0
359,2.0,1.0,0.0
360,1.0,0.0,3.0
361,2.0,1.0,1.0
363,1.0,0.0,1.0
364,0.0,2.0,1.0
365,0.0,3.0,0.0
366,0.0,1.0,2.0
367,2.0,0.0,2.0
368,0.0,0.0,2.0
369,1.0,2.0,1.0
370,2.0,1.0,1.0
371,0.0,2.0,1.0
372,1.0,1.0,1.0
373,0.0,3.0,0.0
375,1.0,1.0,0.0
376,1.0,1.0,1.0
377,2.0,0.0,2.0
380,3.0,0.0,1.0
381,0.0,2.0,0.0
382,0.0,1.0,1.0
383,1.0,2.0,0.0
384,0.0,3.0,0.0
385,0.0,1.0,2.0
386,1.0,1.0,1.0
387,1.0,1.0,0.0
388,2.0,1.0,1.0
389,0.0,1.0,1.0
390,2.0,0.0,2.0
391,1.0,2.0,2.0
392,1.0,1.0,1.0
393,2.0,0.0,0.0
394,1.0,2.0,0.0
395,2.0,0.0,1.0
397,1.0,2.0,1.0
398,1.0,2.0,0.0
399,2.0,2.0,1.0
401,0.0,3.0,0.0
402,1.0,1.0,0.0
403,1.0,1.0,1.0
404,1.0,0.0,2.0
405,0.0,3.0,0.0
406,1.0,0.0,3.0
407,2.0,1.0,0.0
408,0.0,2.0,1.0
410,2.0,1.0,2.0
411,0.0,2.0,1.0
412,0.0,1.0,1.0
413,1.0,2.0,2.0
414,1.0,1.0,0.0
415,0.0,2.0,0.0
416,2.0,1.0,2.0
419,0.0,3.0,0.0
420,1.0,2.0,1.0
421,3.0,0.0,0.0
422,1.0,1.0,0.0
424,2.0,1.0,2.0
426,0.0,1.0,1.0
427,0.0,1.0,1.0
428,2.0,2.0,1.0
429,2.0,0.0,1.0
430,0.0,2.0,1.0
431,0.0,1.0,1.0
432,0.0,2.0,0.0
433,0.0,2.0,1.0
434,0.0,3.0,0.0
435,0.0,2.0,0.0
436,1.0,2.0,2.0
437,1.0,0.0,1.0
438,0.0,0.0,2.0
439,0.0,3.0,0.0
440,2.0,1.0,0.0
442,2.0,1.0,2.0
443,1.0,1.0,3.0
445,1.0,2.0,0.0
447,1.0,2.0,0.0
448,1.0,2.0,1.0
449,2.0,1.0,1.0
451,2.0,2.0,1.0
452,1.0,1.0,1.0
453,0.0,3.0,0.0
455,2.0,1.0,0.0
458,2.0,1.0,0.0
461,3.0,0.0,1.0
463,1.0,2.0,0.0
464,0.0,2.0,3.0
465,2.0,1.0,0.0
467,1.0,0.0,1.0
468,1.0,1.0,0.0
469,1.0,2.0,0.0
470,0.0,3.0,0.0
473,1.0,2.0,0.0
474,0.0,3.0,0.0
475,1.0,1.0,1.0
476,1.0,2.0,1.0
477,2.0,1.0,0.0
478,2.0,1.0,2.0
479,1.0,1.0,2.0
480,2.0,1.0,0.0
481,1.0,0.0,3.0
482,1.0,2.0,1.0
483,0.0,2.0,0.0
484,1.0,2.0,0.0
485,0.0,3.0,0.0
486,2.0,0.0,1.0
487,0.0,3.0,0.0
489,0.0,3.0,1.0
490,1.0,2.0,2.0
491,2.0,0.0,0.0
493,1.0,2.0,1.0
494,1.0,1.0,0.0
495,0.0,2.0,2.0
496,0.0,3.0,0.0
497,1.0,1.0,2.0
500,1.0,1.0,1.0
