cell_id,ch1,ch2,ch1+ch2
383,1.0,0.0,2.0
384,1.0,0.0,2.0
385,0.0,1.0,3.0
386,2.0,1.0,1.0
388,2.0,2.0,0.0
389,0.0,0.0,2.0
391,0.0,1.0,1.0
392,3.0,1.0,0.0
393,1.0,1.0,1.0
394,1.0,1.0,0.0
397,0.0,2.0,0.0
398,1.0,1.0,2.0
399,1.0,0.0,1.0
401,1.0,2.0,1.0
402,0.0,0.0,3.0
403,2.0,0.0,0.0
404,1.0,1.0,1.0
405,0.0,0.0,3.0
406,1.0,1.0,1.0
407,1.0,2.0,0.0
408,2.0,1.0,0.0
409,2.0,2.0,0.0
410,2.0,2.0,0.0
412,0.0,1.0,2.0
416,2.0,2.0,0.0
417,0.0,2.0,0.0
418,0.0,0.0,3.0
